dns_domain_name,dns_top_level_domain,dns_second_level_domain,dns_domain_name_length,dns_subdomain_name_length,numerical_percentage,character_entropy,max_continuous_numeric_len,max_continuous_alphabet_len,max_continuous_consonants_len,max_continuous_same_alphabet_len,vowels_consonant_ratio,conv_freq_vowels_consonants,label
nkpb-00014-y6a2bmuposnv7g3mtl45kwmgkzftqyfahan3y76alvoxrhbt.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.872027184097685,5,15,11,3,0.2727272727272727,0.32,malicious
nkpb-00015-jarczanbluomovpdini3xjpohbegce5nskqbqhik7jwq5vw2.lab-exfil.local.,local,lab-exfil,76,59,0.13157894736842105,4.790451776989529,5,19,7,3,0.36363636363636365,0.4,malicious
nkpb-00016-dwswujhxpft46oo2jdfanwngxedgo4hok3cqfxc25pnhje6j.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.749066947677336,5,13,6,3,0.29545454545454547,0.32,malicious
nkpb-00017-5dqvbstrbltdsoaqyhkniojtpp2apru6klz7cjfljjk3f2o4.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.808112750743315,5,25,12,3,0.2608695652173913,0.26666666666666666,malicious
nkpb-00018-32vkjtuixcc2vf4i5zajxcs3jhiqbuan2dx6vcozdlh74wqi.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.851702066884971,5,9,4,3,0.34146341463414637,0.32,malicious
nkpb-00019-rnpftmxoncyl5qyyamse7wikg7ukx7iqisauyzzlyup3kvys.lab-exfil.local.,local,lab-exfil,76,59,0.13157894736842105,4.750380967020886,5,13,7,3,0.3333333333333333,0.37333333333333335,malicious
nkpb-00020-ms3f4so4y76snlvfvbde2qivlvp5r3dhmjnfzpoos6uktyle.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.824495809925375,5,11,8,3,0.2727272727272727,0.29333333333333333,malicious
nkpb-00021-diiqqus4m27crdn6rnfr2i4cyqpklmfukyej4ehe7376it7w.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.833150625645272,5,13,8,3,0.358974358974359,0.32,malicious
nkpb-00022-nulwyswii3cz3nr2sxvcvt2tpu5oavlgslfwtrhbcy542cjz.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.732473198613651,5,15,13,3,0.2391304347826087,0.21333333333333335,malicious
nkpb-00023-ncrhg4c236isqw7zbxwi2bm6kmkhp5u75q6z3yechtbgk2jl.lab-exfil.local.,local,lab-exfil,76,59,0.23684210526315788,4.872881546811771,5,8,6,3,0.20930232558139536,0.24,malicious
nkpb-00024-hodbmlqr2en6a3wami7izh7tleglim4w44fft4o7z2fwpefd.lab-exfil.local.,local,lab-exfil,76,59,0.21052631578947367,4.647075501302163,5,8,6,3,0.38461538461538464,0.37333333333333335,malicious
nkpb-00025-zzlryx3nglu2az7boqn6epu4giz5wmeqkjqxfghm5tkpi2pz.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.804666454113951,5,12,9,3,0.29545454545454547,0.32,malicious
nkpb-00026-4xwjc744ztznhyeypgvn65eqm5sf4me4um5r6yq7dqmklfc7.lab-exfil.local.,local,lab-exfil,76,59,0.23684210526315788,4.885782204592641,5,12,7,3,0.20930232558139536,0.21333333333333335,malicious
nkpb-00027-prijhwjsyzjf6kwqjgqh4hbkapetrziebwnmfydmjqdpiwnh.lab-exfil.local.,local,lab-exfil,76,59,0.09210526315789473,4.768932408260585,5,27,12,3,0.21153846153846154,0.26666666666666666,malicious
nkpb-00028-j5bkfqzhibh2xmswfhnax7cee3oe2aqvsremylcylj32pyah.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.7214371388601,5,13,7,3,0.3181818181818182,0.26666666666666666,malicious
nkpb-00029-brqoqgkvls6nxh4ts7vto3da2a4eyji6rrwmszw5q4wmu5hz.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,5.022157572705804,5,10,7,3,0.27906976744186046,0.26666666666666666,malicious
nkpb-00030-wth7jv6poj6dwetu6lhoialsc4dthucqc75uq4suh5jxpz3j.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.763796098713701,5,8,4,3,0.34146341463414637,0.32,malicious
nkpb-00031-nnq3ugbcwf75bkckp3gy4qtzcos7m5ewdh2zdeaovfp7w2go.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.881959914389308,5,8,5,3,0.27906976744186046,0.26666666666666666,malicious
nkpb-00032-fz75wbp4zj64izvqcswyl65el5d6s465mr2wx7uonogto4nt.lab-exfil.local.,local,lab-exfil,76,59,0.2631578947368421,4.8953750460821235,5,9,8,3,0.28205128205128205,0.26666666666666666,malicious
nkpb-00033-uatece7sehtul3aly7kc2msvvobomcnwowwtjt6ytsfm5wlh.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.661804652338529,5,17,5,3,0.3409090909090909,0.37333333333333335,malicious
nkpb-00034-qvggcntetfcqyehq2gzt6bkx6vf2juhcpnsp2zr5lsaompmf.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.854330105572073,5,16,7,3,0.20408163265306123,0.24,malicious
nkpb-00035-cx5pw4ujx4ktbyeni7r3yz2ryxwir6sqcel75ihwjdqiwi7s.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.818081585806765,5,9,5,3,0.30952380952380953,0.3466666666666667,malicious
nkpb-00036-i22yn2szwq4areet7ehb3t2e4yubgfskuxsh55koyowya75m.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.841429447791203,5,11,5,3,0.43243243243243246,0.4,malicious
nkpb-00037-ok5qicdwblgokmuzuewih3qlkv3od3gdmvv2w6ik7fvcwwfs.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.695121349386416,5,18,7,3,0.3181818181818182,0.3466666666666667,malicious
nkpb-00038-gpfjavdrw2a7q7nsdzgv76aj7kdlb43eijqcowswtot3xsq5.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.859466415118957,5,12,6,3,0.27906976744186046,0.29333333333333333,malicious
nkpb-00039-jzfrazd57isdxbos6phuzzn6rspqughlzjnmnafdnyagb255.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.794274067192862,5,21,8,3,0.2608695652173913,0.32,malicious
nkpb-00040-3abhwyyvt33qo3xq4tevcsyqb3kivwp2ehnigtdbi4mikybd.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.648940099329484,5,9,7,3,0.29545454545454547,0.3466666666666667,malicious
nkpb-00041-jcefwtwlza4zxobdnzwk36lokbgfv4boef72mai5loy6opmg.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.7109538298847085,5,10,6,3,0.35714285714285715,0.3466666666666667,malicious
nkpb-00042-cd2hh36pcln64fi6gk4bg7muupx4bcsd6udk7oj3c2bbdd4f.lab-exfil.local.,local,lab-exfil,76,59,0.25,4.590198080293824,5,5,4,3,0.24390243902439024,0.24,malicious
nkpb-00043-smpvnojwzzll6ofdhfvxbaj5gem7vfy2i75fhu5am5no7tfe.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.803012545968256,5,12,7,3,0.3333333333333333,0.3466666666666667,malicious
nkpb-00044-urcco2jk57pxlrsm4mpqnpiodk23ndshadm5bjvr4lwbsoaz.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.760313697312512,5,9,6,3,0.26666666666666666,0.26666666666666666,malicious
nkpb-00045-3qvbjoqxejk5h23s7lhc347jacpu2kwrquaykoihtcaybacr.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.7378201980421615,5,19,4,3,0.36585365853658536,0.3466666666666667,malicious
nkpb-00046-euhxb27x7qa2dm6niv47ilxc7vgbs63o6zptgyy7nr2ks3t3.lab-exfil.local.,local,lab-exfil,76,59,0.2631578947368421,4.836633027046463,5,6,6,3,0.28205128205128205,0.26666666666666666,malicious
nkpb-00047-fqnwiiw3tnqtmkp7k6psrp2zcteewjeedeydesgqm6vrgeol.lab-exfil.local.,local,lab-exfil,76,59,0.13157894736842105,4.795248197734271,5,18,7,3,0.3333333333333333,0.29333333333333333,malicious
nkpb-00048-zk7b2xlbtn5seeobkwwuhy3gfuu76muh4fzqtqmdib7b2qco.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.852465507544754,5,11,7,3,0.3333333333333333,0.29333333333333333,malicious
nkpb-00049-tf5dmcegbz36ggpbmlqglpij5s34j2h3cxqnx2fg7mdgbdve.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.788283394931891,5,12,10,3,0.1702127659574468,0.21333333333333335,malicious
nkpb-00050-xvnndr74b5veh25jxob6ct5j7a6nfa6ekzsni73sazkfei7p.lab-exfil.local.,local,lab-exfil,76,59,0.23684210526315788,4.688671020495981,5,7,6,3,0.3684210526315789,0.32,malicious
nkpb-00051-stm27t3kzada6z5klzj5n3cbidnaig2vavjdl6ktr7l23qgb.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.7286509084103185,5,8,4,3,0.2619047619047619,0.26666666666666666,malicious
nkpb-00052-3chrmcphkox6f7e7sgdylojesfhxijitb2etwltf7pkl2uwn.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.771349757066062,5,17,8,3,0.28888888888888886,0.3466666666666667,malicious
nkpb-00053-mlsomen6d4qposbnzniwtjfr6tfivf4tag6idf5nhpfmqi45.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.729541375896231,5,14,6,3,0.29545454545454547,0.3466666666666667,malicious
nkpb-00054-hqsizmfnbsdvnvi3ggmhhw5agv5abrw4b2ypyhvhynkq4tql.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.7528892378806695,5,15,10,3,0.18,0.24,malicious
nkpb-00055-jkalig3ub7qhaoo34jdigyts2qjnj56vlmhigrhzopbqggzf.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.83149671749958,5,17,7,3,0.3181818181818182,0.32,malicious
nkpb-00056-uqanbmeqc5c67ust3iyiw6nhlqpovykn7bt5nodg544m2t6z.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.853016086228522,5,10,5,3,0.325,0.3466666666666667,malicious
nkpb-00057-xdjep7rnrg4u5rcbelrptsehm65wq6dbct4yl2azvv2fpfoi.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.8953750460821235,5,12,5,3,0.2727272727272727,0.29333333333333333,malicious
nkpb-00058-mguv572pvotynniusc4g533bk2u3dcgs34wk6de25sh6qrja.lab-exfil.local.,local,lab-exfil,76,59,0.2631578947368421,4.970840013101985,5,11,4,3,0.3157894736842105,0.29333333333333333,malicious
nkpb-00059-5wqbpdeu2fvu6rm4ksufk5ssfi2n2qtjotyryruw7hfizmvb.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.926827145102691,5,11,5,3,0.29545454545454547,0.32,malicious
nkpb-00060-irclmvtmkpp7gxzrvhtdyydk42bgnzkfhn7oinau4hv7lvte.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.743930638130451,5,12,12,3,0.22916666666666666,0.24,malicious
nkpb-00061-t6cm4u5jmqpovxzeyn7h3ofraoo2fxseb2mrfxho5fzmh4s6.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.837947046390014,5,11,5,3,0.34146341463414637,0.32,malicious
nkpb-00062-24pda7pukk636ikdry4tu6r2qbjb4chm3iblmoowjai3kglt.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.737820198042161,5,10,4,3,0.358974358974359,0.32,malicious
nkpb-00063-bxgl2tfvw7b27wffsn3xozqobkjzo36amnmwgsccr7rak2zc.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.701571678276851,5,10,9,3,0.21739130434782608,0.24,malicious
nkpb-00064-tqv3i2bc6ad6dqcztnvvriyq4vfh6zoztbe5uxjdelki4ei7.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.764135987515845,5,12,9,3,0.36585365853658536,0.32,malicious
nkpb-00065-2z3iji2x3nvrcgwrzpg7osevrm7qud2qprsrw67lgale4dbc.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.850847704170883,5,10,10,3,0.27906976744186046,0.32,malicious
nkpb-00066-pnobyiawajcoulwicx34cdr2p5yqgj2u4u3yd7smq7f2ik5x.lab-exfil.local.,local,lab-exfil,76,59,0.21052631578947367,4.837947046390014,5,18,4,3,0.38461538461538464,0.32,malicious
nkpb-00067-mjkxosi6lp5gizg62ndwjrsvbj7kkcyjmw2vnlcib3str2tj.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.785315467442645,5,9,9,3,0.1875,0.24,malicious
nkpb-00068-dpewjzxjlxg6jokgxh33qcabokgiahykdsqtehjveusmmuxx.lab-exfil.local.,local,lab-exfil,76,59,0.10526315789473684,4.768932408260586,5,28,8,3,0.3191489361702128,0.3466666666666667,malicious
nkpb-00069-cct6fzgyidi4ghszlmg4binjjxhm5sd4fe7sxxihtfcipdn4.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.696435368729968,5,12,7,3,0.23404255319148937,0.29333333333333333,malicious
nkpb-00070-k2ta2ylm54eu6hzlu6esxa3aipjeophunrjnqm3hpsbawtd5.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.83281073684313,5,15,6,3,0.4358974358974359,0.32,malicious
nkpb-00071-olyc2kv3yszmzy6bwiy2qqz3yhx6frtvgicngtajhmwgymch.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.8443973752804474,5,20,9,3,0.18,0.24,malicious
nkpb-00072-5ibyyeaild4wqawxnze5ebtcuejdroaj2iknwmolfi45ytp2.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.680392198350052,5,12,4,3,0.48717948717948717,0.37333333333333335,malicious
nkpb-00073-f4xgf7vspapeg22mm3d5kalvb4tvitdeogeu7emcadfqx6hq.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.759339566771105,5,10,4,3,0.36585365853658536,0.32,malicious
nkpb-00074-rpohehli2ag5xrnmt2wjmwck74tdisdxpsy5dmlzrilyoomo.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.757135079941642,5,12,6,3,0.3111111111111111,0.32,malicious
nkpb-00075-5kpzyik2isieck7pptn6fwcncfiinurnrz6po6yufuofwaai.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.524115264881816,5,14,6,3,0.475,0.37333333333333335,malicious
nkpb-00076-hmputrszfkel5h76azqkzlzwutaulitqtm55bfgvvuilyihj.lab-exfil.local.,local,lab-exfil,76,59,0.13157894736842105,4.721097250057958,5,18,7,3,0.3333333333333333,0.3466666666666667,malicious
nkpb-00077-xwn4jtkpx7xpez7frhh74n2whczxkygr4qfe35gzqln6s27p.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.75420325722422,5,9,9,3,0.15217391304347827,0.18666666666666668,malicious
nkpb-00078-icgeq2fsegpg2kopble76byqf56dow3nbs4kydjmlmvzrzm5.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.880645895045758,5,12,12,3,0.24444444444444444,0.29333333333333333,malicious
nkpb-00079-osb57vw65767f63wbxzhfzgvqnjw3djs6wb5gk56rqh54oes.lab-exfil.local.,local,lab-exfil,76,59,0.27631578947368424,4.782687428755543,5,13,13,3,0.1951219512195122,0.18666666666666668,malicious
nkpb-00080-na475tfqgdojuzppiabbutllo4iz5erwfnyvudlidmvrehyp.lab-exfil.local.,local,lab-exfil,76,59,0.13157894736842105,4.778314559868441,5,20,6,3,0.3953488372093023,0.4,malicious
nkpb-00081-pck646txxcu3zoa4r6unxw7mnhmmbdf4nssrxrv36ffsxstr.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.753863368422077,5,8,8,3,0.1956521739130435,0.21333333333333335,malicious
nkpb-00082-l6j7eg2uvitgc53mkfcly4krk52e2n3mgcxmcun2w4d7kxpy.lab-exfil.local.,local,lab-exfil,76,59,0.23684210526315788,4.795588086536412,5,8,6,3,0.23809523809523808,0.26666666666666666,malicious
nkpb-00083-ldlcjp4424y6e6irb75omg6amwzsw4f6rcqfqhf5gxb3ia7b.lab-exfil.local.,local,lab-exfil,76,59,0.25,4.841429447791203,5,7,7,3,0.275,0.24,malicious
nkpb-00084-7befmabggbs5prylroo5ffoa6riesswamhr2lxie54j2e6tn.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.683874599751241,5,10,5,3,0.4358974358974359,0.3466666666666667,malicious
nkpb-00085-c43gr5sm2iifmlzaulgrluqwmzz3w6s3ynyxsbwvuagirmzz.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.7372696193583925,5,18,8,3,0.28888888888888886,0.26666666666666666,malicious
nkpb-00086-i3kmbl44yi5jeiiacvurk6qks2dpu42ho7znh7232km2y44w.lab-exfil.local.,local,lab-exfil,76,59,0.27631578947368424,4.8555243570883055,5,10,4,3,0.4,0.29333333333333333,malicious
nkpb-00087-fdnogrrgcbc6xrevkmambiu5y7krsczx5wz4xievhwjtmc5i.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.8578125069732625,5,11,7,3,0.2826086956521739,0.29333333333333333,malicious
nkpb-00088-v75zbshq6opxauyme4c5v2u3aaol6y6jmq4aikmp5singuq6.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.834464644988823,5,8,5,3,0.4722222222222222,0.32,malicious
nkpb-00089-pq5dxbzktpk3hm62etur6n53basck6pqgg5xzcej7f2ebysz.lab-exfil.local.,local,lab-exfil,76,59,0.21052631578947367,4.900511355629006,5,8,8,3,0.22727272727272727,0.26666666666666666,malicious
nkpb-00090-nndsoodosl6clavgoczptli5vjj5h5psripqzfk7rbuxp2lk.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.711504408568477,5,12,5,3,0.2826086956521739,0.32,malicious
nkpb-00091-ecd22ghurzgh5io5eco5f47bprotiawfbgqvfcr4tl3ud4hw.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.828014316098388,5,16,9,3,0.375,0.32,malicious
nkpb-00092-vev7vafvi2pw34hpidd6ccqpapmc3dnhjjdthlufslppbuk4.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.715750250629448,5,18,9,3,0.2608695652173913,0.32,malicious
nkpb-00093-mqih34sa3cwamslduwv6k2xkjhpfpvzpzrp23fdmdts3oeb3.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.806834836171589,5,13,13,3,0.24444444444444444,0.26666666666666666,malicious
nkpb-00094-bogpmzv72o2cca4t5c4py6e6i3jdq2g57orkt4457rihbzag.lab-exfil.local.,local,lab-exfil,76,59,0.27631578947368424,4.847879776681638,5,7,5,3,0.3611111111111111,0.32,malicious
nkpb-00095-vrhimch26h2wc2kwlkfn3wued6tpenr3mhonl4oye6rbaely.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.7174041587751425,5,7,6,3,0.3333333333333333,0.32,malicious
nkpb-00096-wy5b3rbojymxweut5nrlkt7ffiof5gylsqdroy2bz73dcxeu.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.847879776681639,5,11,7,3,0.29545454545454547,0.26666666666666666,malicious
nkpb-00097-3pza66k5ruh7coti7htegjdh3lbnntvr7les6q5kukwbfcrj.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.829328335441939,5,9,7,3,0.27906976744186046,0.32,malicious
nkpb-00098-dtcpmp2r6o7h2mkkhfgenfx7n5spgpyajcqwuo4quuohlwte.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.9120979940663245,5,12,6,3,0.3181818181818182,0.29333333333333333,malicious
nkpb-00099-iiicln7bzy6f2a6azj7uz472n57ei7wu2rl4hdhgnsr7rci4.lab-exfil.local.,local,lab-exfil,76,59,0.2631578947368421,4.704199716963954,5,7,7,3,0.42857142857142855,0.29333333333333333,malicious
nkpb-00100-dc4xyfh3u7bssvror7z5akzv7hxhzo4pwlvqbczgexio2ot5.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.846565757338087,5,13,9,2,0.3023255813953488,0.29333333333333333,malicious
nkpb-00101-njvwv4f2xa6cilqi3p3ycjdjpzbavi5njhaidp6cqmb5epko.lab-exfil.local.,local,lab-exfil,76,59,0.17105263157894737,4.718809100173,5,11,8,2,0.32558139534883723,0.3466666666666667,malicious
nkpb-00102-cbna3u6asgkxat76lfl53zhxne64eklyz27rzsg57ekuaz5o.lab-exfil.local.,local,lab-exfil,76,59,0.23684210526315788,4.6958847900461995,5,7,4,2,0.40540540540540543,0.29333333333333333,malicious
nkpb-00103-e6cqnxqt5zbsgd5mj2mmi5xthaqoq7qcrrvpa56dxaf2pg7b.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.830182698156028,5,7,6,2,0.25,0.29333333333333333,malicious
nkpb-00104-vms7gv3et2unmnqmszpqs22dqtvacgo4ci7kntd54ybjxklo.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.867230763352943,5,11,10,2,0.24444444444444444,0.29333333333333333,malicious
nkpb-00105-3vih76puaenaeo73hllyljk5wqnq66imqv5gxc7sw5wlanhp.lab-exfil.local.,local,lab-exfil,76,59,0.21052631578947367,4.6964353687299685,5,8,7,2,0.35,0.26666666666666666,malicious
nkpb-00106-agcctq4in4glpnjct2ktagmk4pl7p42imswcku5driwzoo46.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.747752928333785,5,7,7,2,0.30952380952380953,0.32,malicious
nkpb-00107-4gaf547ernetu6pix6ntitmdvsrvrxtd642toefcxnqetciy.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.749066947677336,5,14,11,2,0.36585365853658536,0.37333333333333335,malicious
nkpb-00108-6vof5agddvaxamwdt7g2rfd7bdcmq2s2m2t32lnwd3ag7wjz.lab-exfil.local.,local,lab-exfil,76,59,0.2236842105263158,4.78696937558834,5,12,5,2,0.23255813953488372,0.26666666666666666,malicious
nkpb-00109-vfmjaasunzfgguqljwlligacxjqsbzwbxwjchezeynknbrsg.lab-exfil.local.,local,lab-exfil,76,59,0.06578947368421052,4.637142771010538,5,48,14,2,0.25,0.32,malicious
nkpb-00110-vdn4to5s53leobploc4hcrgcgf3chgvyipoubiabfgdiance.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.596308520382115,5,21,7,2,0.40476190476190477,0.3466666666666667,malicious
nkpb-00111-pg5rlfy5lb2ibua7lyjovfpw64oxgv57syjqipdeigfbasq6.lab-exfil.local.,local,lab-exfil,76,59,0.18421052631578946,4.740752020759582,5,15,4,3,0.3333333333333333,0.32,malicious
nkpb-00112-ap2rlapxvrxq46nnzr33ax7k6aoicjuvxmv7a4vm27i5w6n7.lab-exfil.local.,local,lab-exfil,76,59,0.25,4.6932567513590975,5,10,6,2,0.3783783783783784,0.32,malicious
nkpb-00113-2znedelf3hzfximarua4ipn2nvdbsu3xrdrjlvnxb5nhgmbd.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.696435368729968,5,10,10,2,0.2826086956521739,0.29333333333333333,malicious
nkpb-00114-ffapjz7qimxlgxak5mi7rskeuuvtzi2gtvogjgtbhsfu5le2.lab-exfil.local.,local,lab-exfil,76,59,0.14473684210526316,4.806494947369445,5,13,8,2,0.37209302325581395,0.37333333333333335,malicious
nkpb-00115-yjal4dii2jyv43hzuege6yfm37q7nzqsrn6iebxfawcg6tsh.lab-exfil.local.,local,lab-exfil,76,59,0.19736842105263158,4.999324184633309,5,9,6,2,0.34146341463414637,0.29333333333333333,malicious
nkpb-00116-t2yzl4yrpmpzke7zezylueos7qyfbus7ksr4tzijr6mejpka.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.695121349386416,5,9,7,2,0.3181818181818182,0.32,malicious
nkpb-00117-do4nwg4nbhkdhobfjey2bw3orptmhozac5rt6yd6zwnvzkyo.lab-exfil.local.,local,lab-exfil,76,59,0.15789473684210525,4.854330105572073,5,12,7,2,0.2608695652173913,0.32,malicious
